date,location,sales,payment_method
2023-01-31,Barcelona,1889,mobile payment
2023-04-20,Cairo,2301,credit card
2023-11-08,Mexico City,285,bank transfer
2023-05-27,Bangkok,441,cryptocurrency
2023-01-07,São Paulo,512,mobile payment
2023-01-15,Mumbai,261,bank transfer
2023-03-03,Sydney,665,voucher
2023-11-01,New York,4429,cash
2023-12-22,Istanbul,352,cash
2023-11-22,Bangkok,1586,bank transfer
2023-02-02,Amsterdam,1099,voucher
2023-10-15,Barcelona,4639,cryptocurrency
2023-02-19,Dubai,3438,credit card
2023-09-17,Amsterdam,115,mobile payment
2023-11-14,New York,4867,cash
2023-01-26,Sydney,21,credit card
2023-10-02,Toronto,693,cash
2023-01-09,Mumbai,4290,cash
2023-12-19,Mexico City,2096,cash
2023-04-03,New York,4795,debit card
2023-05-03,Toronto,2262,cash
2023-01-30,Sydney,3500,debit card
2023-05-12,New York,667,cryptocurrency
2023-06-29,Lagos,762,cash
2023-06-08,Mumbai,460,credit card
2023-12-16,London,1361,mobile payment
2023-06-20,Lagos,1728,debit card
2023-07-01,Toronto,654,mobile payment
2023-03-18,São Paulo,822,credit card
2023-10-06,New York,2701,debit card
2023-11-05,São Paulo,4155,mobile payment
2023-08-06,New York,1906,bank transfer
2023-10-15,Rome,3424,credit card
2023-11-22,Amsterdam,3700,mobile payment
2023-01-22,New York,1988,bank transfer
2023-05-27,Istanbul,1212,cryptocurrency
2023-12-24,Tokyo,3847,voucher
2023-09-25,Dubai,2382,voucher
2023-10-01,Cairo,1951,bank transfer
2023-06-07,Bangkok,3835,cryptocurrency
2023-03-21,Rome,1766,debit card
2023-06-24,Tokyo,3785,mobile payment
2023-10-21,Mexico City,3976,cash
2023-03-12,Rome,645,voucher
2023-12-29,Amsterdam,3873,credit card
2023-03-27,Tokyo,4252,bank transfer
2023-03-21,Rome,4350,credit card
2023-01-30,Mexico City,4067,mobile payment
2023-07-12,Paris,933,voucher
2023-11-12,Istanbul,301,cash
2023-07-13,Lagos,1942,mobile payment
2023-06-03,Tokyo,2955,mobile payment
2023-11-01,London,4166,cash
2023-08-15,Tokyo,4905,voucher
2023-04-19,Barcelona,1925,bank transfer
2023-11-06,Seoul,267,credit card
2023-10-20,Moscow,4012,credit card
2023-05-04,Seoul,4116,voucher
2023-01-08,Bangkok,3892,voucher
2023-03-02,Barcelona,1901,debit card
2023-04-02,London,4209,mobile payment
2023-05-26,Toronto,4971,credit card
2023-09-06,New York,3253,credit card
2023-11-18,Paris,40,cryptocurrency
2023-05-12,Cairo,4631,mobile payment
2023-03-14,Amsterdam,3683,voucher
2023-05-05,New York,3218,voucher
2023-11-27,Barcelona,582,cryptocurrency
2023-09-06,Istanbul,2354,cryptocurrency
2023-12-07,Cairo,1546,credit card
2023-06-01,São Paulo,510,cash
2023-04-10,Amsterdam,1356,credit card
2023-01-20,Mexico City,2777,bank transfer
2023-08-11,Cairo,797,cryptocurrency
2023-03-08,Seoul,2673,cash
2023-03-01,Berlin,4946,cryptocurrency
2023-11-30,Dubai,710,bank transfer
2023-02-25,Berlin,3320,credit card
2023-09-08,New York,498,mobile payment
2023-11-06,Moscow,1534,voucher
2023-04-22,Tokyo,2781,debit card
2023-02-24,Amsterdam,2417,debit card
2023-04-01,Mexico City,4696,bank transfer
2023-09-11,Seoul,2095,bank transfer
2023-01-02,Istanbul,1214,voucher
2023-01-15,London,429,cash
2023-07-20,Seoul,1662,cash
2023-04-19,Lagos,3111,cash
2023-09-19,Mexico City,2841,voucher
2023-05-07,Rome,4677,credit card
2023-06-23,Berlin,2417,cryptocurrency
2023-11-30,Cairo,4807,bank transfer
2023-06-10,Moscow,3445,bank transfer
2023-07-15,Seoul,3123,cash
2023-11-19,São Paulo,1331,bank transfer
2023-10-13,Bangkok,4873,bank transfer
2023-04-16,Mumbai,4718,voucher
2023-09-20,Paris,2251,debit card
2023-08-03,Istanbul,3939,bank transfer
2023-03-02,São Paulo,690,debit card
2023-10-10,Rome,4545,cryptocurrency
2023-08-08,Istanbul,1671,voucher
2023-01-12,New York,203,credit card
2023-10-07,Lagos,4065,bank transfer
2023-07-20,Paris,952,credit card
2023-01-26,Cairo,1923,cryptocurrency
2023-09-08,New York,1548,bank transfer
2023-09-25,Mexico City,476,voucher
2023-12-31,Mexico City,815,mobile payment
2023-12-08,Lagos,702,mobile payment
2023-05-17,Rome,2594,voucher
2023-06-25,Seoul,1122,voucher
2023-08-17,Seoul,4274,debit card
2023-07-17,Dubai,78,cash
2023-07-21,Cairo,3967,voucher
2023-05-05,Tokyo,1419,debit card
2023-10-14,Moscow,161,voucher
2023-04-02,Lagos,4795,cryptocurrency
2023-05-25,New York,1476,bank transfer
2023-11-11,Dubai,1850,debit card
2023-09-01,Amsterdam,450,cryptocurrency
2023-01-08,Istanbul,4002,cryptocurrency
2023-09-19,Lagos,1871,cryptocurrency
2023-02-04,Dubai,3769,cash
2023-01-28,Istanbul,687,debit card
2023-08-04,Istanbul,4017,mobile payment
2023-09-07,Moscow,1730,cash
2023-07-25,Amsterdam,798,credit card
2023-01-18,Tokyo,4338,bank transfer
2023-07-29,Sydney,3262,cryptocurrency
2023-03-20,Sydney,2133,cryptocurrency
2023-05-03,Paris,1688,cryptocurrency
2023-09-26,São Paulo,1489,credit card
2023-06-19,Toronto,3716,bank transfer
2023-06-24,Barcelona,2475,credit card
2023-10-06,Cairo,1357,debit card
2023-05-09,Rome,1823,mobile payment
2023-04-16,Mumbai,3130,cash
2023-08-18,Berlin,2651,credit card
2023-04-23,Paris,4062,cryptocurrency
2023-12-21,Sydney,2189,cash
2023-12-15,Amsterdam,3513,mobile payment
2023-06-28,Dubai,315,bank transfer
2023-07-26,Tokyo,2718,credit card
2023-02-17,Toronto,4318,voucher
2023-08-15,Lagos,690,credit card
2023-04-05,Moscow,2080,mobile payment
2023-09-14,Paris,3203,voucher
2023-08-08,Paris,4463,cash
2023-05-21,Berlin,41,voucher
2023-07-31,Tokyo,980,voucher
2023-03-05,Barcelona,4291,debit card
2023-08-25,Mumbai,599,mobile payment
2023-08-19,Mumbai,848,cryptocurrency
2023-06-09,Istanbul,2319,cryptocurrency
2023-06-27,Toronto,3670,debit card
2023-03-06,Moscow,944,mobile payment
2023-01-28,Amsterdam,1654,credit card
2023-04-16,Mexico City,743,cash
2023-10-05,Rome,2028,mobile payment
2023-11-06,New York,2282,mobile payment
2023-09-02,Tokyo,3254,credit card
2023-12-21,Seoul,2637,credit card
2023-10-13,Tokyo,119,cash
2023-02-26,Mumbai,2934,bank transfer
2023-07-04,Dubai,1817,cash
2023-02-12,Paris,1752,voucher
2023-02-08,Toronto,2486,bank transfer
2023-05-09,Mexico City,3293,mobile payment
2023-05-23,Barcelona,432,bank transfer
2023-01-20,Berlin,2675,cryptocurrency
2023-06-24,Berlin,3905,cryptocurrency
2023-10-03,Barcelona,1373,bank transfer
2023-08-06,Mumbai,515,mobile payment
2023-07-22,São Paulo,4269,credit card
2023-02-20,Moscow,4281,credit card
2023-02-18,New York,3048,cryptocurrency
2023-08-03,Mumbai,2523,mobile payment
2023-06-29,Amsterdam,3234,cash
2023-01-23,Amsterdam,4850,debit card
2023-11-22,São Paulo,4086,voucher
2023-11-26,Seoul,349,cryptocurrency
2023-12-27,Istanbul,4731,bank transfer
2023-08-12,Tokyo,1947,credit card
2023-12-25,Lagos,1385,mobile payment
2023-10-09,Tokyo,416,mobile payment
2023-09-02,New York,2978,bank transfer
2023-04-16,Amsterdam,2417,credit card
2023-02-09,New York,1965,mobile payment
2023-04-19,Tokyo,2744,cash
2023-11-10,Moscow,4846,credit card
2023-04-21,Mexico City,2572,mobile payment
2023-01-07,Barcelona,4052,debit card
2023-09-13,Sydney,4068,debit card
2023-12-09,Rome,1741,mobile payment
2023-01-05,Moscow,3058,cash
2023-02-28,Tokyo,2914,debit card
2023-05-03,Barcelona,3319,credit card
2023-11-16,Moscow,1544,mobile payment
2023-07-21,Toronto,1486,bank transfer
2023-12-02,Cairo,2058,cash
2023-05-04,Dubai,1995,mobile payment
2023-01-14,Toronto,4708,cryptocurrency
2023-01-29,Berlin,3617,debit card
2023-03-01,Lagos,1046,debit card
2023-11-22,Cairo,1907,mobile payment
2023-05-15,London,3599,debit card
2023-11-03,Sydney,4750,credit card
2023-12-09,Tokyo,3640,mobile payment
2023-11-01,Tokyo,4377,cash
2023-10-14,Cairo,4190,bank transfer
2023-04-05,Mumbai,3582,bank transfer
2023-09-08,Lagos,1969,credit card
2023-11-19,Istanbul,1709,voucher
2023-11-29,Barcelona,1490,debit card
2023-01-13,Paris,302,credit card
2023-03-09,Lagos,3892,voucher
2023-04-07,Mexico City,3189,voucher
2023-07-21,Berlin,1949,voucher
2023-05-26,Tokyo,3589,cryptocurrency
2023-09-17,Lagos,2769,mobile payment
2023-08-17,Bangkok,1611,voucher
2023-03-04,Dubai,4399,cash
2023-07-27,Barcelona,3152,cash
2023-04-22,Bangkok,1420,cash
2023-03-20,Bangkok,4348,debit card
2023-01-13,Sydney,1816,cash
2023-10-24,London,2942,bank transfer
2023-03-15,Cairo,972,cryptocurrency
2023-02-20,Moscow,269,cryptocurrency
2023-08-15,Barcelona,2208,voucher
2023-06-18,Dubai,2396,cryptocurrency
2023-01-04,Barcelona,3874,cryptocurrency
2023-11-30,Sydney,3301,bank transfer
2023-09-28,Cairo,286,credit card
2023-12-10,Toronto,511,cryptocurrency
2023-03-06,Bangkok,2436,mobile payment
2023-02-25,Amsterdam,2741,voucher
2023-10-08,Amsterdam,3406,credit card
2023-10-27,Rome,1938,debit card
2023-08-14,Mexico City,4796,mobile payment
2023-01-18,Seoul,106,mobile payment
2023-05-08,Moscow,25,mobile payment
2023-02-25,Dubai,2080,cryptocurrency
2023-04-03,Mumbai,1799,debit card
2023-03-12,Cairo,3986,mobile payment
2023-01-28,Amsterdam,2362,credit card
2023-06-07,Paris,3192,cash
2023-04-08,Paris,4288,credit card
2023-03-31,Lagos,728,cryptocurrency
2023-07-12,Rome,4558,bank transfer
2023-05-16,Cairo,545,cash
2023-03-04,Paris,1971,mobile payment
2023-04-11,Cairo,3932,cash
2023-11-03,Sydney,1615,bank transfer
2023-04-04,Istanbul,4899,bank transfer
2023-01-08,Toronto,1816,cryptocurrency
2023-02-13,Cairo,4517,cryptocurrency
2023-09-03,Seoul,4827,cryptocurrency
2023-09-15,São Paulo,380,cryptocurrency
2023-05-01,Mumbai,169,mobile payment
2023-12-17,Dubai,3092,bank transfer
2023-04-18,Toronto,3274,mobile payment
2023-02-27,Barcelona,1933,cryptocurrency
2023-05-16,Cairo,2157,credit card
2023-01-04,Istanbul,4318,debit card
2023-01-17,São Paulo,1945,voucher
2023-05-11,Barcelona,449,voucher
2023-05-06,Moscow,4612,voucher
2023-03-10,Cairo,2453,mobile payment
2023-02-18,Barcelona,2375,cryptocurrency
2023-07-14,Sydney,1030,cryptocurrency
2023-08-24,Istanbul,905,cryptocurrency
2023-05-24,New York,3117,debit card
2023-08-02,Istanbul,1378,credit card
2023-12-16,Toronto,866,voucher
2023-04-12,Sydney,2008,cash
2023-07-11,Toronto,3887,voucher
2023-07-12,Tokyo,1488,credit card
2023-03-06,Toronto,2474,cash
2023-11-23,Dubai,1197,mobile payment
2023-05-30,Seoul,2559,voucher
2023-12-22,London,600,mobile payment
2023-08-13,Tokyo,4021,credit card
2023-11-05,Mumbai,1247,cash
2023-01-29,Rome,339,debit card
2023-10-15,Rome,2270,debit card
2023-02-12,Moscow,1884,cash
2023-11-17,Lagos,868,cash
2023-06-20,Tokyo,1560,cryptocurrency
2023-12-27,Barcelona,1955,cash
2023-10-09,Berlin,4722,debit card
2023-01-02,Barcelona,1164,cryptocurrency
2023-11-28,Rome,4999,credit card
2023-04-01,São Paulo,3522,debit card
2023-06-01,São Paulo,2361,debit card
2023-09-19,Cairo,3376,debit card
2023-06-01,Lagos,1421,mobile payment
2023-05-20,Paris,326,voucher
2023-04-13,New York,2855,bank transfer
2023-09-10,Moscow,4979,mobile payment
2023-03-02,Toronto,3421,voucher
2023-11-19,Bangkok,3077,cryptocurrency
2023-07-27,Berlin,1144,credit card
2023-02-16,Barcelona,1388,credit card
2023-10-10,Sydney,3926,cash
2023-07-29,Toronto,3093,mobile payment
2023-08-07,New York,1511,voucher
2023-03-28,London,3454,cryptocurrency
2023-11-24,Rome,4999,credit card
2023-07-27,Bangkok,2822,debit card
2023-01-07,Dubai,1227,debit card
2023-08-01,London,786,cryptocurrency
2023-11-05,Seoul,3644,debit card
2023-10-29,Bangkok,3848,voucher
2023-08-03,Amsterdam,717,debit card
2023-03-15,Mumbai,4502,bank transfer
2023-08-03,Istanbul,3324,credit card
2023-09-15,São Paulo,4477,credit card
2023-01-18,Mumbai,2345,bank transfer
2023-11-18,Cairo,3422,bank transfer
2023-03-27,New York,434,voucher
2023-01-08,Mexico City,4380,voucher
2023-07-09,Tokyo,2715,bank transfer
2023-02-08,Dubai,3601,cash
2023-09-07,Paris,3275,debit card
2023-09-26,Dubai,2006,bank transfer
2023-09-27,Istanbul,4909,debit card
2023-05-31,Bangkok,4307,mobile payment
2023-12-02,Seoul,3391,debit card
2023-10-07,New York,4682,cryptocurrency
2023-10-14,Moscow,159,cryptocurrency
2023-08-06,Paris,3175,bank transfer
2023-07-23,London,3875,credit card
2023-05-25,London,4543,credit card
2023-05-01,Istanbul,4337,bank transfer
2023-05-04,Amsterdam,1751,credit card
2023-09-20,New York,1043,credit card
2023-03-13,Toronto,1872,bank transfer
2023-06-12,São Paulo,1012,bank transfer
2023-04-09,Rome,389,voucher
2023-08-23,Seoul,4053,credit card
2023-02-02,São Paulo,1889,cash
2023-11-07,Paris,3571,voucher
2023-11-28,Cairo,865,bank transfer
2023-08-21,Toronto,840,debit card
2023-02-02,Istanbul,1253,credit card
2023-09-17,Tokyo,2813,debit card
2023-01-08,Amsterdam,3908,cryptocurrency
2023-05-21,Mexico City,3126,debit card
2023-10-07,Tokyo,1528,cash
2023-01-06,Tokyo,1445,voucher
2023-05-09,Istanbul,4208,mobile payment
2023-08-31,Lagos,755,cash
2023-10-05,Toronto,2599,cash
2023-09-02,Istanbul,2221,voucher
2023-06-07,Amsterdam,2059,cryptocurrency
2023-06-13,Moscow,4544,bank transfer
2023-03-16,Tokyo,3882,mobile payment
2023-03-29,Barcelona,232,cash
2023-04-10,Dubai,2883,cryptocurrency
2023-03-01,Moscow,2348,debit card
2023-02-22,Istanbul,4574,cash
2023-07-03,Toronto,1680,cash
2023-04-23,Mumbai,1888,mobile payment
2023-05-14,Mumbai,1071,credit card
2023-07-11,Sydney,1015,credit card
2023-09-13,Berlin,705,cash
2023-08-24,Paris,2567,cryptocurrency
2023-10-31,Barcelona,4667,voucher
2023-04-06,Bangkok,335,mobile payment
2023-02-11,Moscow,3661,mobile payment
2023-12-03,Amsterdam,916,debit card
2023-03-09,Amsterdam,2092,mobile payment
2023-06-11,Sydney,2270,cash
2023-01-03,Cairo,2545,bank transfer
2023-02-11,Toronto,1588,cash
2023-06-24,Tokyo,705,cryptocurrency
2023-06-30,Moscow,2695,credit card
2023-12-27,Amsterdam,1441,bank transfer
2023-10-26,Seoul,236,bank transfer
2023-03-12,Berlin,3452,debit card
2023-11-07,Barcelona,1182,cash
2023-08-25,Amsterdam,1876,bank transfer
2023-09-29,Mumbai,4355,bank transfer
2023-03-28,Toronto,1720,bank transfer
2023-08-21,Istanbul,817,mobile payment
2023-03-18,Seoul,3411,cash
2023-09-10,Toronto,2317,credit card
2023-09-22,Berlin,2974,mobile payment
2023-10-29,London,557,credit card
2023-02-14,Amsterdam,4423,cryptocurrency
2023-03-09,Bangkok,4256,cryptocurrency
2023-12-08,Paris,687,cryptocurrency
2023-03-26,Seoul,2337,bank transfer
2023-05-10,Mumbai,2420,bank transfer
2023-08-29,Paris,4738,credit card
2023-03-19,Tokyo,1428,cryptocurrency
2023-06-17,Bangkok,1796,cryptocurrency
2023-12-09,Lagos,4083,credit card
2023-10-17,Seoul,4457,cash
2023-10-28,Dubai,138,voucher
2023-04-24,Istanbul,4431,credit card
2023-01-22,Rome,2506,debit card
2023-06-01,London,4542,cash
2023-12-08,Moscow,3906,credit card
2023-06-26,Sydney,2345,cryptocurrency
2023-05-31,Tokyo,2442,credit card
2023-10-17,Sydney,383,voucher
2023-02-19,Sydney,4568,credit card
2023-12-06,Berlin,581,debit card
2023-07-16,Seoul,4272,debit card
2023-07-18,Paris,1286,cash
2023-12-13,London,4921,mobile payment
2023-01-18,Dubai,2635,credit card
2023-11-11,Mumbai,4199,cash
2023-03-27,New York,3509,credit card
2023-08-14,Istanbul,1706,cash
2023-07-06,Istanbul,29,cash
2023-04-03,Cairo,3665,bank transfer
2023-09-28,London,395,cash
2023-08-03,Mexico City,3047,debit card
2023-09-08,New York,473,cryptocurrency
2023-11-19,Dubai,3987,debit card
2023-04-16,Seoul,301,voucher
2023-03-25,Lagos,342,voucher
2023-05-16,Paris,1705,cash
2023-03-14,Toronto,1643,debit card
2023-08-22,Sydney,4106,bank transfer
2023-05-19,Seoul,4909,mobile payment
2023-06-13,Moscow,4394,cryptocurrency
2023-07-05,Mexico City,3203,voucher
2023-08-12,Lagos,1972,cryptocurrency
2023-07-10,Sydney,4192,voucher
2023-10-01,Berlin,556,mobile payment
2023-03-22,Amsterdam,3691,cryptocurrency
2023-01-26,São Paulo,1454,mobile payment
2023-12-03,Cairo,4457,mobile payment
2023-05-03,Tokyo,3569,bank transfer
2023-07-04,Amsterdam,2612,cash
2023-11-26,Amsterdam,155,bank transfer
2023-01-28,Moscow,3191,cryptocurrency
2023-04-12,Cairo,337,voucher
2023-02-06,London,3854,cryptocurrency
2023-10-16,Amsterdam,2215,cryptocurrency
2023-12-18,Lagos,4843,cryptocurrency
2023-01-27,Tokyo,3250,voucher
2023-05-21,Lagos,683,cash
2023-01-15,Amsterdam,594,bank transfer
2023-07-22,Lagos,4612,cash
2023-04-17,Lagos,297,cryptocurrency
2023-11-14,Cairo,1192,cryptocurrency
2023-06-21,New York,246,voucher
2023-07-09,Seoul,2652,mobile payment
2023-03-28,Lagos,383,mobile payment
2023-10-30,Toronto,2928,voucher
2023-09-04,New York,1174,debit card
2023-12-18,London,1060,bank transfer
2023-08-23,Dubai,4793,cash
2023-06-10,Moscow,304,cash
2023-01-29,Amsterdam,4446,cryptocurrency
2023-03-29,Dubai,3559,credit card
2023-02-16,Berlin,4711,bank transfer
2023-07-06,Mumbai,2211,debit card
2023-02-11,Rome,4022,credit card
2023-04-24,Toronto,1387,bank transfer
2023-05-13,Barcelona,134,cash
2023-07-01,Cairo,1833,credit card
2023-03-01,Sydney,4273,debit card
2023-05-07,Dubai,2054,debit card
2023-10-16,Rome,49,voucher
2023-06-03,Berlin,3563,bank transfer
2023-06-17,New York,339,bank transfer
2023-07-04,Lagos,3155,credit card
2023-12-09,Mexico City,3986,cryptocurrency
2023-10-25,Cairo,4918,mobile payment
2023-09-22,Istanbul,3914,debit card
2023-06-26,Bangkok,2999,credit card
2023-09-09,Lagos,1931,credit card
2023-10-26,Moscow,2017,bank transfer
2023-06-22,Sydney,4111,debit card
2023-10-17,Lagos,1531,credit card
2023-02-09,Paris,3651,bank transfer
2023-10-22,Bangkok,3016,cryptocurrency
2023-11-27,Barcelona,1280,cryptocurrency
2023-11-18,Lagos,1736,mobile payment
2023-02-14,Amsterdam,4815,credit card
2023-06-29,Seoul,4676,voucher
2023-12-03,Mexico City,3508,mobile payment
2023-12-17,Moscow,1126,debit card
2023-08-22,Mumbai,4302,debit card
2023-04-13,Paris,2934,mobile payment
2023-08-15,London,4430,bank transfer
2023-01-30,Cairo,2598,debit card
2023-12-08,Moscow,2860,mobile payment
2023-04-28,São Paulo,590,debit card
2023-09-29,Moscow,4070,cash
2023-08-11,Mumbai,1566,mobile payment
2023-05-15,Cairo,3733,mobile payment
2023-01-14,Toronto,362,mobile payment
2023-12-27,Barcelona,3792,cryptocurrency
2023-07-09,Berlin,4033,cash
2023-07-11,London,4774,cash
2023-12-16,Barcelona,4634,bank transfer
2023-05-13,Moscow,2423,voucher
2023-12-10,Paris,3957,voucher
2023-02-13,London,1320,credit card
2023-02-13,Rome,1722,credit card
2023-02-05,Mumbai,2468,mobile payment
2023-02-28,Istanbul,1800,credit card
2023-12-27,Barcelona,4519,credit card
2023-02-24,Amsterdam,3303,mobile payment
2023-04-18,Istanbul,4419,debit card
2023-10-15,Mumbai,234,mobile payment
2023-07-08,Berlin,3048,debit card
2023-05-29,Dubai,540,cryptocurrency
2023-02-12,Bangkok,528,credit card
2023-07-03,Barcelona,102,cash
2023-05-11,Lagos,1756,cash
2023-04-08,São Paulo,3229,bank transfer
2023-06-19,New York,4282,cryptocurrency
2023-03-17,Moscow,1542,cash
2023-02-16,Istanbul,1780,voucher
2023-06-16,London,370,bank transfer
2023-08-17,Dubai,936,voucher
2023-01-20,New York,4004,voucher
2023-01-22,Berlin,4216,credit card
2023-06-27,Moscow,1573,credit card
2023-04-17,Bangkok,1886,mobile payment
2023-09-10,Bangkok,272,debit card
2023-10-28,Dubai,1815,bank transfer
2023-05-31,Seoul,3594,cryptocurrency
2023-03-26,Berlin,2679,cryptocurrency
2023-12-08,Toronto,3884,voucher
2023-06-26,Cairo,2647,cash
2023-08-23,Sydney,503,credit card
2023-05-20,Barcelona,4783,debit card
2023-10-25,Dubai,2757,credit card
2023-09-09,Moscow,1871,cryptocurrency
2023-03-17,Seoul,1046,debit card
2023-03-27,Berlin,3553,cryptocurrency
2023-02-28,Seoul,1572,bank transfer
2023-12-12,Barcelona,4581,cryptocurrency
2023-07-13,Mexico City,1672,mobile payment
2023-10-25,São Paulo,1244,mobile payment
2023-12-28,Dubai,4965,voucher
2023-02-17,Mexico City,67,bank transfer
2023-03-13,Mexico City,2610,voucher
2023-08-01,Mumbai,3386,mobile payment
2023-07-27,Bangkok,222,voucher
2023-06-26,Toronto,3998,cash
2023-08-20,Barcelona,2679,mobile payment
2023-05-11,Toronto,4450,debit card
2023-08-28,Bangkok,1044,credit card
2023-02-21,Paris,1075,cryptocurrency
2023-08-06,London,292,voucher
2023-05-05,Moscow,4302,bank transfer
2023-08-09,New York,3353,cash
2023-10-26,Barcelona,4977,credit card
2023-11-25,Paris,4041,cash
2023-07-21,Berlin,602,debit card
2023-01-19,Barcelona,3546,bank transfer
2023-04-25,Sydney,3751,cash
2023-04-17,Moscow,2038,cash
2023-12-11,New York,2383,voucher
2023-12-23,New York,1590,debit card
2023-10-29,Rome,406,mobile payment
2023-05-04,Rome,4306,credit card
2023-09-06,Amsterdam,476,voucher
2023-12-16,Lagos,1498,voucher
2023-04-18,New York,1362,mobile payment
2023-02-26,Barcelona,3180,cash
2023-01-30,Lagos,1122,mobile payment
2023-04-15,Seoul,1743,mobile payment
2023-12-26,Lagos,148,voucher
2023-09-28,Paris,275,cryptocurrency
2023-10-17,London,4930,bank transfer
2023-12-21,Tokyo,915,cash
2023-05-13,Mexico City,1551,voucher
2023-12-21,São Paulo,2992,debit card
2023-12-09,London,792,bank transfer
2023-07-01,Istanbul,2565,cash
2023-07-25,Toronto,3127,voucher
2023-02-25,New York,359,voucher
2023-12-08,Istanbul,3535,voucher
2023-08-01,New York,980,mobile payment
2023-09-18,Tokyo,2546,cash
2023-06-16,Bangkok,2690,cryptocurrency
2023-03-26,Paris,523,mobile payment
2023-10-21,Rome,1309,bank transfer
2023-06-01,Tokyo,2001,cash
2023-07-20,Dubai,1562,voucher
2023-05-27,Berlin,1100,cryptocurrency
2023-12-18,Mexico City,2607,mobile payment
2023-02-06,Sydney,4706,voucher
2023-06-03,Istanbul,1497,bank transfer
2023-11-25,Rome,3579,credit card
2023-07-19,Moscow,708,bank transfer
2023-09-30,Mumbai,44,bank transfer
2023-11-16,Amsterdam,3995,mobile payment
2023-01-21,London,4280,voucher
2023-02-11,Mexico City,2357,cash
2023-02-09,London,4134,debit card
2023-01-28,Paris,7,voucher
2023-12-29,Mexico City,4638,bank transfer
2023-11-24,Bangkok,997,cash
2023-03-24,Berlin,1342,debit card
2023-02-06,Berlin,2841,mobile payment
2023-11-12,Lagos,3963,voucher
2023-11-15,Sydney,4940,cryptocurrency
2023-05-08,Mexico City,4907,credit card
2023-06-25,Rome,581,voucher
2023-02-25,Moscow,3051,bank transfer
2023-07-08,São Paulo,2467,mobile payment
2023-05-11,Dubai,3777,cryptocurrency
2023-12-30,Barcelona,1595,bank transfer
2023-07-02,Berlin,1812,debit card
2023-08-15,Istanbul,2278,voucher
2023-07-06,Amsterdam,3975,credit card
2023-08-20,Mexico City,501,debit card
2023-11-04,Barcelona,1956,cryptocurrency
2023-08-29,Toronto,548,voucher
2023-08-23,Mumbai,1522,cryptocurrency
2023-04-04,Toronto,4295,credit card
2023-08-06,Moscow,3472,cash
2023-01-14,Amsterdam,3091,credit card
2023-05-02,Lagos,1417,debit card
2023-06-24,Cairo,2723,voucher
2023-01-06,Dubai,4164,credit card
2023-10-21,Paris,2673,mobile payment
2023-06-22,Seoul,687,bank transfer
2023-02-25,Berlin,741,voucher
2023-04-20,Paris,4587,cash
2023-10-07,London,3155,debit card
2023-02-06,São Paulo,3553,mobile payment
2023-01-14,Lagos,700,mobile payment
2023-06-28,New York,3241,voucher
2023-04-27,Barcelona,3416,voucher
2023-12-15,London,893,credit card
2023-01-08,Toronto,542,bank transfer
2023-08-17,Dubai,3578,credit card
2023-12-02,Mumbai,371,voucher
2023-05-21,Tokyo,2125,credit card
2023-12-12,Moscow,4401,voucher
2023-05-08,Seoul,3237,voucher
2023-07-02,Amsterdam,465,mobile payment
2023-06-21,Tokyo,2476,cryptocurrency
2023-05-03,Barcelona,4287,mobile payment
2023-11-22,Sydney,1915,credit card
2023-08-17,Rome,3726,credit card
2023-11-20,New York,1160,cash
2023-03-12,Mumbai,4601,cryptocurrency
2023-07-19,New York,1003,cash
2023-03-03,Mumbai,4930,cash
2023-09-13,Paris,462,cryptocurrency
2023-09-06,Mumbai,4426,credit card
2023-08-07,Paris,905,cryptocurrency
2023-03-31,Berlin,3237,cryptocurrency
2023-09-21,Bangkok,2512,debit card
2023-12-21,Dubai,3703,credit card
2023-04-02,Barcelona,729,mobile payment
2023-04-18,Moscow,1192,voucher
2023-06-14,Amsterdam,4552,debit card
2023-09-04,Tokyo,4293,cryptocurrency
2023-05-26,Rome,2983,debit card
2023-05-17,Tokyo,4175,bank transfer
2023-08-31,Amsterdam,1899,credit card
2023-08-23,Seoul,1130,voucher
2023-03-24,Sydney,2728,cash
2023-04-24,London,1996,cryptocurrency
2023-07-22,Seoul,4853,debit card
2023-10-18,Cairo,4536,voucher
2023-07-19,Lagos,2581,credit card
2023-08-23,São Paulo,4077,cash
2023-03-21,Moscow,2908,cash
2023-02-28,Paris,2151,voucher
2023-05-16,Mumbai,378,bank transfer
2023-03-10,Berlin,4381,debit card
2023-03-20,São Paulo,1915,bank transfer
2023-12-08,Istanbul,3060,cash
2023-05-18,Barcelona,4346,voucher
2023-03-14,Tokyo,112,cryptocurrency
2023-08-25,Berlin,386,cryptocurrency
2023-03-02,Mexico City,3432,credit card
2023-09-05,Mumbai,1821,voucher
2023-10-25,Berlin,4742,cryptocurrency
2023-04-30,Lagos,393,mobile payment
2023-02-24,London,4229,credit card
2023-02-20,Berlin,2804,cryptocurrency
2023-03-11,Istanbul,3575,voucher
2023-09-03,New York,3492,credit card
2023-01-02,Seoul,2320,voucher
2023-05-08,Sydney,3573,cryptocurrency
2023-11-19,Berlin,2825,cash
2023-04-08,Toronto,1570,mobile payment
2023-07-05,Seoul,887,cash
2023-08-29,Dubai,3455,debit card
2023-11-05,Mumbai,1825,bank transfer
2023-09-13,Cairo,1206,bank transfer
2023-10-11,Berlin,2267,cash
2023-12-11,Bangkok,4019,cash
2023-02-04,Mumbai,4355,voucher
